Country_code,Date,New_confirmed,New_deaths
BN,2020-03-30,1,0

BN,2020-03-29,6,0

BN,2020-03-28,5,1

BN,2020-03-27,1,0

BN,2020-03-26,5,0

BN,2020-03-25,5,0

BN,2020-03-24,13,0

BN,2020-03-23,3,0

BN,2020-03-22,5,0

BN,2020-03-21,5,0

BN,2020-03-20,3,0

BN,2020-03-19,7,0

BN,2020-03-18,12,0

BN,2020-03-17,2,0

BN,2020-03-16,4,0

BN,2020-03-15,10,0

BN,2020-03-14,3,0

BN,2020-03-13,26,0

BN,2020-03-11,10,0

BN,2020-03-10,0,0

BN,2020-03-09,1,0

BG,2020-04-16,36,1

BG,2020-04-15,34,1

BG,2020-04-14,28,3

BG,2020-04-13,10,3

BG,2020-04-12,14,1

BG,2020-04-11,26,3

BG,2020-04-10,17,1

BG,2020-04-09,25,0

BG,2020-04-08,16,1

BG,2020-04-07,28,1

BG,2020-04-06,18,2

BG,2020-04-05,28,3

BG,2020-04-04,18,3

BG,2020-04-03,28,4

BG,2020-04-02,35,0

BG,2020-04-01,23,2

BG,2020-03-31,40,0

BG,2020-03-30,13,0

BG,2020-03-29,15,1

BG,2020-03-28,38,4

BG,2020-03-27,29,0

BG,2020-03-26,22,0

BG,2020-03-25,24,0

BG,2020-03-24,17,0

BG,2020-03-23,14,0

BG,2020-03-22,24,0

BG,2020-03-21,36,0

BG,2020-03-20,33,0

BG,2020-03-19,2,1

BG,2020-03-18,25,0

BG,2020-03-17,15,0

BG,2020-03-16,1,0

BG,2020-03-15,10,0

BG,2020-03-14,18,1

BG,2020-03-13,16,0

BG,2020-03-11,3,1

BG,2020-03-09,0,0

BG,2020-03-08,4,0

BF,2020-04-16,0,0

BF,2020-04-15,14,2

BF,2020-04-14,31,3

BF,2020-04-13,0,0

BF,2020-04-12,13,0

BF,2020-04-11,41,3

BF,2020-04-10,0,0

BF,2020-04-09,29,1

BF,2020-04-08,30,4

BF,2020-04-07,20,1

BF,2020-04-06,19,1

BF,2020-04-05,27,1

BF,2020-04-04,16,0

BF,2020-04-03,14,0

BF,2020-04-02,6,0

BF,2020-04-01,21,2

BF,2020-03-31,15,2

BF,2020-03-30,24,0

BF,2020-03-29,15,1

BF,2020-03-28,27,2

BF,2020-03-27,28,2

BF,2020-03-26,6,3

BF,2020-03-25,32,0

BF,2020-03-24,15,0

BF,2020-03-23,24,0

BF,2020-03-22,11,2

BF,2020-03-21,24,1

BF,2020-03-20,7,0

BF,2020-03-19,13,0

BF,2020-03-18,5,1

BF,2020-03-16,12,0

BF,2020-03-13,1,0

BF,2020-03-11,1,0

BF,2020-03-10,1,0

BI,2020-04-16,0,0

BI,2020-04-15,0,0

BI,2020-04-14,0,0

BI,2020-04-13,0,1

BI,2020-04-12,0,0

BI,2020-04-11,2,0

BI,2020-04-10,0,0

BI,2020-04-09,0,0

BI,2020-04-08,0,0

BI,2020-04-07,0,0

BI,2020-04-06,0,0

BI,2020-04-05,0,0

BI,2020-04-04,0,0

BI,2020-04-03,0,0

BI,2020-04-02,1,0

BI,2020-04-01,0,0

BI,2020-03-31,2,0

KH,2020-04-16,0,0

KH,2020-04-15,0,0

KH,2020-04-14,0,0

KH,2020-04-13,0,0

KH,2020-04-12,2,0

KH,2020-04-11,1,0

KH,2020-04-10,0,0

KH,2020-04-09,2,0

KH,2020-04-08,2,0

KH,2020-04-07,1,0

KH,2020-04-06,0,0

KH,2020-04-05,0,0

KH,2020-04-04,0,0

KH,2020-04-03,4,0

KH,2020-04-02,1,0

KH,2020-04-01,0,0

KH,2020-03-31,2,0

KH,2020-03-30,4,0

KH,2020-03-29,4,0

KH,2020-03-28,0,0

KH,2020-03-27,3,0

KH,2020-03-26,0,0

KH,2020-03-25,5,0

KH,2020-03-24,4,0

KH,2020-03-23,3,0

KH,2020-03-22,31,0

KH,2020-03-21,2,0

KH,2020-03-20,14,0

KH,2020-03-19,2,0

KH,2020-03-18,2,0

KH,2020-03-17,26,0

KH,2020-03-14,2,0

KH,2020-03-13,2,0

KH,2020-03-11,1,0

KH,2020-03-08,1,0

KH,2020-02-12,0,0

KH,2020-01-31,0,0

KH,2020-01-31,0,0

KH,2020-01-31,0,0

KH,2020-01-30,0,0

KH,2020-01-30,0,0

KH,2020-01-29,0,0

KH,2020-01-29,0,0

KH,2020-01-28,0,0

KH,2020-01-28,0,0

KH,2020-01-27,0,0

KH,2020-01-27,0,0

KH,2020-01-26,1,0

CM,2020-04-16,0,0

CM,2020-04-15,0,3

CM,2020-04-14,28,2

CM,2020-04-13,0,0

CM,2020-04-12,0,0

CM,2020-04-11,0,0

CM,2020-04-10,90,2

CM,2020-04-09,0,0

CM,2020-04-08,72,1

CM,2020-04-07,0,0

CM,2020-04-06,8,0

CM,2020-04-05,95,0

CM,2020-04-04,46,1

CM,2020-04-03,203,1

CM,2020-04-02,73,1

CM,2020-04-01,40,0

CM,2020-03-31,54,0

CM,2020-03-30,0,0

CM,2020-03-29,48,4

CM,2020-03-28,0,0

CM,2020-03-27,16,1

CM,2020-03-26,0,0

CM,2020-03-25,9,1

CM,2020-03-24,10,0

CM,2020-03-23,16,0

CM,2020-03-22,13,0

CM,2020-03-21,7,0

CM,2020-03-20,7,0

CM,2020-03-19,3,0

CM,2020-03-17,6,0

CM,2020-03-16,2,0

CM,2020-03-13,0,0

CM,2020-03-11,0,0

CM,2020-03-08,1,0

CM,2020-03-06,1,0

CA,2020-04-16,170,3

CA,2020-04-15,1174,107

CA,2020-04-14,1355,120

CA,2020-04-13,1381,67

CA,2020-04-12,983,59

CA,2020-04-11,1257,97

CA,2020-04-10,1405,54

CA,2020-04-09,1513,96

CA,2020-04-08,1269,32

CA,2020-04-07,1309,36

CA,2020-04-06,807,80

CA,2020-04-05,2778,41

CA,2020-04-04,541,39

CA,2020-04-03,1153,40

CA,2020-04-02,1724,30

CA,2020-04-01,1033,8

CA,2020-03-31,1129,21

CA,2020-03-30,1118,16

CA,2020-03-29,704,3

CA,2020-03-28,894,7

CA,2020-03-27,640,16

CA,2020-03-26,791,8

CA,2020-03-25,461,4

CA,2020-03-24,702,1

CA,2020-03-23,623,4

CA,2020-03-22,187,2

CA,2020-03-21,335,7

CA,2020-03-20,143,3

CA,2020-03-19,143,1

CA,2020-03-18,179,3

CA,2020-03-17,63,1

CA,2020-03-16,165,3

CA,2020-03-15,54,0

CA,2020-03-14,3,0

CA,2020-03-13,76,0

CA,2020-03-12,9,0

CA,2020-03-11,29,0

CA,2020-03-10,3,0

CA,2020-03-09,12,1

CA,2020-03-08,10,0

CA,2020-03-07,5,0

CA,2020-03-06,12,0

CA,2020-03-05,4,0

CA,2020-03-04,3,0

CA,2020-03-03,3,0

CA,2020-03-02,3,0

CA,2020-03-01,4,0

CA,2020-02-29,6,0

CA,2020-02-28,1,0

CA,2020-02-27,2,0

CA,2020-02-25,1,0

CA,2020-02-24,1,0

CA,2020-02-21,1,0

CA,2020-02-17,1,0

CA,2020-02-12,0,0

CA,2020-02-07,2,0

CA,2020-02-05,1,0

CA,2020-02-04,0,0

CA,2020-02-01,0,0

CA,2020-02-01,0,0

CA,2020-01-31,1,0

CA,2020-01-31,0,0

CA,2020-01-30,0,0

CA,2020-01-30,0,0

CA,2020-01-29,1,0

CA,2020-01-29,0,0

CA,2020-01-28,0,0

CA,2020-01-28,0,0

CA,2020-01-27,1,0

CA,2020-01-27,0,0

CA,2020-01-26,0,0

CA,2020-01-26,0,0

CA,2020-01-25,1,0

CV,2020-03-18,0,0

CV,2020-04-15,45,0

CV,2020-04-14,1,0

CV,2020-04-13,2,0

CV,2020-04-12,0,0

CV,2020-04-11,1,0

CV,2020-04-10,0,0

CV,2020-04-09,0,0

CV,2020-04-08,0,0

CV,2020-04-07,0,0

CV,2020-04-06,0,0

CV,2020-04-05,0,0

CV,2020-04-04,1,0

CV,2020-04-03,0,0

CV,2020-04-02,0,0

CV,2020-04-01,0,0

CV,2020-03-31,0,0

CV,2020-03-30,0,0

CV,2020-03-29,1,0

CV,2020-03-28,0,0

CV,2020-03-27,1,0

CV,2020-03-26,0,0

CV,2020-03-25,1,0

CV,2020-03-24,0,1

CV,2020-03-23,0,0

CV,2020-03-22,0,0

CV,2020-03-21,3,0

CV,2020-03-20,1,0

KY,2020-04-16,59,1

KY,2020-03-13,0,0

KY,2020-03-11,1,0

CF,2020-03-18,0,0

CF,2020-04-15,1,0

CF,2020-04-14,0,0

CF,2020-04-13,3,0

CF,2020-04-12,0,0

CF,2020-04-11,0,0

CF,2020-04-10,0,0

CF,2020-04-09,0,0

CF,2020-04-08,0,0

CF,2020-04-07,0,0

CF,2020-04-06,0,0

CF,2020-04-05,0,0

CF,2020-04-04,0,0

CF,2020-04-03,5,0

CF,2020-04-02,0,0

CF,2020-04-01,0,0

CF,2020-03-31,0,0

CF,2020-03-30,0,0

CF,2020-03-29,0,0

CF,2020-03-28,0,0

CF,2020-03-27,0,0

CF,2020-03-26,0,0

CF,2020-03-25,0,0

CF,2020-03-24,0,0

CF,2020-03-23,0,0

CF,2020-03-20,2,0

CF,2020-03-16,0,0

CF,2020-03-15,1,0

TD,2020-04-16,4,0

TD,2020-04-15,0,0

TD,2020-04-14,0,0

TD,2020-04-13,5,0

TD,2020-04-12,7,0

TD,2020-04-11,0,0

TD,2020-04-10,0,0

TD,2020-04-09,1,0

TD,2020-04-08,0,0

TD,2020-04-07,1,0

TD,2020-04-06,0,0

TD,2020-04-05,0,0

TD,2020-04-04,1,0

TD,2020-04-03,0,0

TD,2020-04-02,1,0

TD,2020-04-01,0,0

TD,2020-03-31,2,0

TD,2020-03-30,2,0

TD,2020-03-29,0,0

TD,2020-03-28,0,0

TD,2020-03-27,0,0

TD,2020-03-26,0,0

TD,2020-03-25,0,0

TD,2020-03-24,2,0

TD,2020-03-23,0,0

TD,2020-03-21,0,0

TD,2020-03-19,1,0

CL,2020-04-16,0,0

CL,2020-04-15,356,2

CL,2020-04-14,392,10

CL,2020-04-13,312,2

CL,2020-04-12,286,7

CL,2020-04-11,426,8

CL,2020-04-10,529,8

CL,2020-04-09,426,9

CL,2020-04-08,430,5

CL,2020-04-07,301,6

CL,2020-04-06,344,3

CL,2020-04-05,310,7

CL,2020-04-04,424,5

CL,2020-04-03,333,4

CL,2020-04-02,373,2

CL,2020-04-01,293,4

CL,2020-03-31,289,4

CL,2020-03-30,310,1

CL,2020-03-29,230,1

CL,2020-03-28,299,1

CL,2020-03-27,304,1

CL,2020-03-26,164,1

CL,2020-03-25,220,1

CL,2020-03-24,176,0

CL,2020-03-23,114,1

CL,2020-03-22,95,1

CL,2020-03-21,103,0

CL,2020-03-20,196,0

CL,2020-03-18,37,0

CL,2020-03-17,46,0

CL,2020-03-16,81,0

CL,2020-03-14,31,0

CL,2020-03-13,20,0

CL,2020-03-11,10,0

CL,2020-03-10,5,0

CL,2020-03-08,4,0

CL,2020-03-05,3,0

CL,2020-03-04,0,0

CL,2020-03-03,1,0

CN,2020-04-16,0,0

CN,2020-04-15,50,1

CN,2020-04-14,93,0

CN,2020-04-13,79,2

CN,2020-04-12,120,0

CN,2020-04-11,73,3

CN,2020-04-10,58,1

CN,2020-04-09,74,2

CN,2020-04-08,91,2

CN,2020-04-07,53,0

CN,2020-04-06,63,2

CN,2020-04-05,59,3

CN,2020-04-04,32,4

CN,2020-04-03,79,4

CN,2020-04-02,71,6

CN,2020-04-01,82,7

CN,2020-03-31,81,1

CN,2020-03-30,76,4

CN,2020-03-29,123,5

CN,2020-03-28,102,3

CN,2020-03-27,115,5

CN,2020-03-26,121,6

CN,2020-03-25,70,4

CN,2020-03-24,95,7

CN,2020-03-23,99,9

CN,2020-03-22,92,6

CN,2020-03-21,55,6

CN,2020-03-20,94,4

CN,2020-03-19,54,8

CN,2020-03-18,44,11

CN,2020-03-17,25,13

CN,2020-03-16,30,14

CN,2020-03-15,26,10

CN,2020-03-14,32,13

CN,2020-03-13,13,8

CN,2020-03-12,11,11

CN,2020-03-11,164,25

CN,2020-03-10,0,13

CN,2020-03-09,37,23

CN,2020-03-08,53,28

CN,2020-03-07,80,28

CN,2020-03-06,153,29

CN,2020-03-05,151,32

CN,2020-03-04,125,36

CN,2020-03-03,125,33

CN,2020-03-02,204,42

CN,2020-03-01,576,35

CN,2020-02-29,428,47

CN,2020-02-28,328,44

CN,2020-02-27,434,29

CN,2020-02-26,412,52

CN,2020-02-25,513,70

CN,2020-02-24,219,150

CN,2020-02-23,21,2

CN,2020-02-22,1451,205

CN,2020-02-21,473,0

CN,2020-02-20,458,122

CN,2020-02-19,408,113

CN,2020-02-18,1777,139

CN,2020-02-17,1921,98

CN,2020-02-16,2100,103

CN,2020-02-15,2055,142

CN,2020-02-14,6463,152

CN,2020-02-13,15136,252

CN,2020-02-12,373,5

CN,2020-02-11,2032,100

CN,2020-02-10,2525,107

CN,2020-02-09,3015,100

CN,2020-02-08,2704,87

CN,2020-02-07,3523,85

CN,2020-02-06,3147,70

CN,2020-02-05,3733,72

CN,2020-02-04,3991,66

CN,2020-02-03,3086,64

CN,2020-02-02,4739,102

CN,2020-02-01,0,0

CN,2020-01-31,2089,46

CN,2020-01-31,0,0

CN,2020-01-30,1661,42

CN,2020-01-30,0,0

CN,2020-01-29,2054,38

CN,2020-01-29,0,0

CN,2020-01-28,578,2

CN,2020-01-28,0,0

CN,2020-01-27,2632,49

CN,2020-01-27,0,0

CN,2020-01-26,802,26

CN,2020-01-26,0,0

CN,2020-01-25,669,14

CN,2020-01-25,0,0

CN,2020-01-24,486,16

CN,2020-01-24,0,0

CN,2020-01-23,277,8

CN,2020-01-23,0,0

CN,2020-01-22,95,1

CN,2020-01-22,0,0

CN,2020-01-21,548,17

CO,2020-04-16,0,0

CO,2020-04-15,126,4

CO,2020-04-14,127,15

CO,2020-04-13,76,3

CO,2020-04-12,67,9

CO,2020-04-11,236,20

CO,2020-04-10,250,11

CO,2020-04-09,169,15

CO,2020-04-08,274,4

CO,2020-04-07,201,4

CO,2020-04-06,94,11

CO,2020-04-05,79,3

CO,2020-04-04,139,7

CO,2020-04-03,106,6

CO,2020-04-02,96,2

CO,2020-04-01,159,1

CO,2020-03-31,108,4

CO,2020-03-30,96,2

CO,2020-03-29,94,4

CO,2020-03-28,69,0

CO,2020-03-27,48,0

CO,2020-03-26,21,2

CO,2020-03-25,92,1

CO,2020-03-24,101,0

CO,2020-03-23,46,1

CO,2020-03-22,35,2

CO,2020-03-21,68,0

CO,2020-03-20,26,0

CO,2020-03-19,9,0

CO,2020-03-18,28,0

CO,2020-03-17,11,0

CO,2020-03-16,20,0

CO,2020-03-15,12,0

CO,2020-03-14,9,0

CO,2020-03-13,4,0

CO,2020-03-11,6,0

CO,2020-03-10,2,0

CO,2020-03-07,0,0

CO,2020-03-06,1,0

CO,2020-01-23,0,0

CO,2020-01-22,0,0

CG,2020-04-16,0,0

CG,2020-04-15,57,0

CG,2020-04-14,0,0

CG,2020-04-13,0,0

CG,2020-04-12,0,0

CG,2020-04-11,0,0

CG,2020-04-10,0,0

CG,2020-04-09,15,0

CG,2020-04-08,0,0

CG,2020-04-07,0,0

CG,2020-04-06,0,0

CG,2020-04-05,23,3

CG,2020-04-04,0,0

CG,2020-04-03,0,0

CG,2020-04-02,3,2

CG,2020-04-01,0,0

CG,2020-03-31,0,0

CG,2020-03-30,0,0

CG,2020-03-29,15,0

CG,2020-03-28,0,0

CG,2020-03-27,0,0

CG,2020-03-26,0,0

CG,2020-03-25,0,0

CG,2020-03-24,0,0

CG,2020-03-23,1,0

CG,2020-03-19,2,0

CG,2020-03-17,0,0

CG,2020-03-16,1,0

CG,2020-03-15,1,0

CD,2020-03-18,0,0

CD,2020-04-15,13,1

CD,2020-04-14,6,0

CD,2020-04-13,1,0

CD,2020-04-12,11,0

CD,2020-04-11,8,0

CD,2020-04-10,35,2

CD,2020-04-09,0,0

CD,2020-04-08,0,0

CD,2020-04-07,19,0

CD,2020-04-06,7,0

CD,2020-04-05,0,0

CD,2020-04-04,20,5

CD,2020-04-03,0,0

CD,2020-04-02,25,4

CD,2020-04-01,11,1

CD,2020-03-31,17,0

CD,2020-03-30,16,2

CD,2020-03-29,0,0

CD,2020-03-28,14,3

CD,2020-03-27,0,0

CD,2020-03-26,3,1

CD,2020-03-25,3,0

CD,2020-03-24,9,1

CD,2020-03-23,6,0

CD,2020-03-22,7,0

CD,2020-03-21,5,1

CD,2020-03-20,4,0

CD,2020-03-19,10,0

CD,2020-03-18,1,0

CD,2020-03-17,1,0

CD,2020-03-13,1,0

CD,2020-03-11,1,0

CR,2020-04-16,0,0

CR,2020-04-15,8,1

CR,2020-04-14,6,0

CR,2020-04-13,17,0

CR,2020-04-12,18,0

CR,2020-04-11,19,0

CR,2020-04-10,19,0

CR,2020-04-09,37,0

CR,2020-04-08,19,1

CR,2020-04-07,16,0

CR,2020-04-06,13,0

CR,2020-04-05,19,0

CR,2020-04-04,19,0

CR,2020-04-03,20,0

CR,2020-04-02,21,0

CR,2020-04-01,28,0

CR,2020-03-31,17,0

CR,2020-03-30,16,0

CR,2020-03-29,19,0

CR,2020-03-28,32,0

CR,2020-03-27,32,0

CR,2020-03-26,30,0

CR,2020-03-25,24,0

CR,2020-03-24,19,0

CR,2020-03-23,24,0

CR,2020-03-22,17,0

CR,2020-03-21,28,1

CR,2020-03-20,20,0

CR,2020-03-19,19,1

CR,2020-03-18,9,0

CR,2020-03-17,6,0

CR,2020-03-16,8,0

CR,2020-03-15,1,0

CR,2020-03-14,3,0

CR,2020-03-13,1,0

CR,2020-03-12,9,0

CR,2020-03-11,4,0

CR,2020-03-09,4,0

CR,2020-03-08,4,0

CR,2020-03-07,0,0

CR,2020-03-06,1,0

HR,2020-04-16,50,2

HR,2020-04-15,37,2

HR,2020-04-14,54,6

HR,2020-04-13,50,2

HR,2020-04-12,66,2

HR,2020-04-11,39,0

HR,2020-04-10,88,1

HR,2020-04-09,64,1

HR,2020-04-08,61,1

HR,2020-04-07,60,2

HR,2020-04-06,40,1

HR,2020-04-05,56,3

HR,2020-04-04,47,4

HR,2020-04-03,68,1

HR,2020-04-02,48,1

HR,2020-04-01,96,0

HR,2020-03-31,77,0

HR,2020-03-30,77,0

HR,2020-03-29,56,1

HR,2020-03-28,71,2

HR,2020-03-27,91,0

HR,2020-03-26,53,2

HR,2020-03-25,60,0

HR,2020-03-24,67,0

HR,2020-03-23,61,0

HR,2020-03-22,48,0

HR,2020-03-21,78,0

HR,2020-03-20,23,0

HR,2020-03-19,24,1

HR,2020-03-18,16,0

HR,2020-03-17,8,0

HR,2020-03-16,8,0

HR,2020-03-15,11,0

HR,2020-03-14,6,0

HR,2020-03-13,13,0

HR,2020-03-11,5,0

HR,2020-03-10,2,0

HR,2020-03-07,1,0

HR,2020-03-06,1,0

HR,2020-03-04,1,0

HR,2020-03-03,2,0

HR,2020-03-01,1,0

HR,2020-02-29,1,0

HR,2020-02-28,2,0

HR,2020-02-26,2,0

HR,2020-02-25,1,0

CU,2020-04-16,0,0

CU,2020-04-15,48,3

CU,2020-04-14,40,0

CU,2020-04-13,57,3

CU,2020-04-12,49,2

CU,2020-04-11,56,1

CU,2020-04-10,49,0

CU,2020-04-09,58,3

CU,2020-04-08,61,1

CU,2020-04-07,46,2

CU,2020-04-06,30,1

CU,2020-04-05,32,2

CU,2020-04-04,19,0

CU,2020-04-03,36,0

CU,2020-04-02,21,0

CU,2020-04-01,26,0

CU,2020-03-31,16,2

CU,2020-03-30,31,1

CU,2020-03-29,20,0

CU,2020-03-28,39,1

CU,2020-03-27,13,0

CU,2020-03-26,10,1

CU,2020-03-25,9,0

CU,2020-03-24,8,0

CU,2020-03-23,5,0

CU,2020-03-22,14,0

CU,2020-03-21,5,0

CU,2020-03-20,5,0

CU,2020-03-19,4,0

CU,2020-03-18,2,1

CU,2020-03-17,1,0

CU,2020-03-13,1,0

CU,2020-03-12,0,0

CU,2020-03-11,4,0

CY,2020-04-16,0,0

CY,2020-04-15,20,0

CY,2020-04-14,33,0

CY,2020-04-13,29,1

CY,2020-04-12,17,1

CY,2020-04-11,21,0

CY,2020-04-10,31,0

CY,2020-04-09,38,1

CY,2020-04-08,32,0

CY,2020-04-07,29,0

CY,2020-04-06,19,0

CY,2020-04-05,20,0

CY,2020-04-04,30,0

CY,2020-04-03,40,1

CY,2020-04-02,36,1

CY,2020-04-01,58,1

CY,2020-03-31,32,1

CY,2020-03-30,16,2

CY,2020-03-29,35,0

CY,2020-03-28,17,0

CY,2020-03-27,16,2

CY,2020-03-26,14,0

CY,2020-03-25,8,0

CY,2020-03-24,8,2

CY,2020-03-23,21,0

CY,2020-03-22,11,1

CY,2020-03-21,17,0

CY,2020-03-19,18,0

CY,2020-03-18,3,0

CY,2020-03-17,13,0

CY,2020-03-16,7,0

CY,2020-03-14,12,0

CY,2020-03-13,8,0

CY,2020-03-11,3,0

CY,2020-03-10,1,0

CY,2020-03-09,2,0

CZ,2020-04-16,87,0

CZ,2020-04-15,105,5

CZ,2020-04-14,52,18

CZ,2020-04-13,68,5

CZ,2020-04-12,160,9

CZ,2020-04-11,99,10

CZ,2020-04-10,163,7

CZ,2020-04-09,257,13

CZ,2020-04-08,295,11

CZ,2020-04-07,195,10

CZ,2020-04-06,235,11

CZ,2020-04-05,115,8

CZ,2020-04-04,381,6

CZ,2020-04-03,233,9

CZ,2020-04-02,350,5

CZ,2020-04-01,200,8

CZ,2020-03-31,307,8

CZ,2020-03-30,184,7

CZ,2020-03-29,186,5

CZ,2020-03-28,352,2

CZ,2020-03-27,354,0

CZ,2020-03-26,271,3

CZ,2020-03-25,260,3

CZ,2020-03-24,158,2

CZ,2020-03-23,116,0

CZ,2020-03-22,125,1

CZ,2020-03-21,162,0

CZ,2020-03-20,139,0

CZ,2020-03-19,230,0

CZ,2020-03-18,68,0

CZ,2020-03-17,98,0

CZ,2020-03-16,45,0

CZ,2020-03-15,64,0

CZ,2020-03-14,48,0

CZ,2020-03-13,47,0

CZ,2020-03-12,3,0

CZ,2020-03-11,50,0

CZ,2020-03-10,10,0

CZ,2020-03-08,12,0

CZ,2020-03-07,1,0

CZ,2020-03-06,6,0

CZ,2020-03-05,4,0

CZ,2020-03-04,3,0

CZ,2020-03-03,2,0

CZ,2020-03-02,0,0

CZ,2020-03-01,3,0

DK,2020-04-16,3,12

DK,2020-04-15,170,10

DK,2020-04-14,193,14

DK,2020-04-13,144,12

DK,2020-04-12,178,13

DK,2020-04-11,177,13

DK,2020-04-10,184,10

DK,2020-04-09,233,19

DK,2020-04-08,331,15

DK,2020-04-07,391,16

DK,2020-04-06,314,8

DK,2020-04-05,292,18

DK,2020-04-04,323,22

DK,2020-04-03,373,16

DK,2020-04-02,283,19

DK,2020-04-01,251,14

DK,2020-03-31,284,13

DK,2020-03-30,191,5

DK,2020-03-29,198,7

DK,2020-03-28,166,13

DK,2020-03-27,177,11

DK,2020-03-26,161,7

DK,2020-03-25,144,2

DK,2020-03-24,146,8

DK,2020-03-23,58,11

DK,2020-03-22,94,0

DK,2020-03-21,83,4

DK,2020-03-20,112,3

DK,2020-03-19,110,2

DK,2020-03-18,91,0

DK,2020-03-17,92,1

DK,2020-03-16,57,1

DK,2020-03-15,39,1

DK,2020-03-14,32,1

DK,2020-03-13,187,0

DK,2020-03-12,173,0

DK,2020-03-11,182,0

DK,2020-03-10,172,0

DK,2020-03-09,55,0

DK,2020-03-08,12,0

DK,2020-03-06,13,0

DK,2020-03-04,4,0

DK,2020-03-03,2,0

DK,2020-03-01,1,0

DK,2020-02-29,2,0

DK,2020-02-27,1,0

DJ,2020-04-16,0,0

DJ,2020-04-15,72,0

DJ,2020-04-14,65,0

DJ,2020-04-13,84,0

DJ,2020-04-12,27,0

DJ,2020-04-11,37,1

DJ,2020-04-10,15,1

DJ,2020-04-09,0,0

DJ,2020-04-08,45,0

DJ,2020-04-07,0,0

DJ,2020-04-06,31,0

DJ,2020-04-05,9,0

DJ,2020-04-04,1,0

DJ,2020-04-03,9,0

DJ,2020-04-02,7,0

DJ,2020-04-01,3,0

DJ,2020-03-31,12,0

DJ,2020-03-30,0,0

DJ,2020-03-29,4,0

DJ,2020-03-28,2,0

DJ,2020-03-27,1,0

DJ,2020-03-26,0,0

DJ,2020-03-25,8,0

DJ,2020-03-24,0,0

DJ,2020-03-23,2,0

DJ,2020-03-19,0,0

DJ,2020-03-18,1,0

DM,2020-04-16,0,0

DM,2020-04-15,0,0

DM,2020-04-14,0,0

DM,2020-04-13,0,0

DM,2020-04-12,0,0

DM,2020-04-11,0,0

DM,2020-04-10,1,0

DM,2020-04-09,0,0

DM,2020-04-08,0,0

DM,2020-04-07,0,0

DM,2020-04-06,1,0

DM,2020-04-05,0,0

DM,2020-04-04,2,0

DM,2020-04-03,0,0

DM,2020-04-02,0,0

DM,2020-04-01,0,0

DM,2020-03-31,1,0

DM,2020-03-30,0,0

DM,2020-03-29,0,0

DM,2020-03-28,0,0

DM,2020-03-27,0,0

DM,2020-03-26,4,0

DM,2020-03-25,5,0

DM,2020-03-24,0,0

DM,2020-03-23,1,0

DM,2020-03-22,1,0

DO,2020-04-16,0,0

DO,2020-04-15,328,6

DO,2020-04-14,119,6

DO,2020-04-13,200,4

DO,2020-04-12,208,38

DO,2020-04-11,139,9

DO,2020-04-10,271,8

DO,2020-04-09,238,10

DO,2020-04-08,155,10

DO,2020-04-07,128,12

DO,2020-04-06,83,4

DO,2020-04-05,257,14

DO,2020-04-04,0,0

DO,2020-04-03,108,8

DO,2020-04-02,96,3

DO,2020-04-01,175,6

DO,2020-03-31,208,9

DO,2020-03-30,42,3

DO,2020-03-29,140,11

DO,2020-03-28,138,8

DO,2020-03-27,93,10

DO,2020-03-26,96,0

DO,2020-03-25,80,4

DO,2020-03-24,67,3

DO,2020-03-23,43,0

DO,2020-03-22,90,1

DO,2020-03-21,40,0

DO,2020-03-20,38,0

DO,2020-03-19,13,1

DO,2020-03-17,10,1

DO,2020-03-14,6,0

